1000
3
9045003855325178900,1543631868112863139,5271847236112828173,
7280646103372875252,4353242667604574072,2414004198937082047,
4651090900912681939,5306073376017334141,768107545997208169,
167444020460471862,2128666693825781042,4146188465492435002,
548193448513124293,7154992153680693145,956114219464569893,
1638843681302388045,2303520828884355952,823463953270204626,
2736314902900265938,4509522422352110425,3709275143090516584,
2147049676760237610,2125005511936842119,323692716030458966,
5399709404636776215,6740644658428852848,1521033588062902750,
6462321594652649663,2448275571466677164,8171144306648128981,
1841085012275803786,7890964536276618043,8021001727700199933,
7640717068467301338,8710868699347603267,5740188166234901642,
7497177995365446467,2407688950949080715,8408780930181197894,
6548732233792775072,8709587761141207282,4882309473865743759,
9105283403158759108,2676197533666415010,2149144108578162766,
7882543146196526321,915278852795147743,5597563667047956400,
4795387787452154689,452805796526938920,8674819514785688404,
3406732636039721527,5824401336888470925,6413857926045208418,
1326006032931789162,6578650813880760220,1642357382027198154,
3562585729213949507,7452874510637499347,4472852846663937271,
3485513162906020022,2516066129517407640,3429715585603415258,
4326518325176317437,7245919771767217551,8213090107097525766,
2824294267804092494,8764805861336118933,5813665474364889151,
2966343099534243984,4069085067641113727,6180724189615696559,
167603342895772647,5764991914179318399,702584413134103483,
5036952485333823401,1925108935192326227,7876611886967269601,
3747968470190715470,7507508761430901031,5553216057800835514,
7733278958069922774,8411050842164619321,4852110669687442023,
8938053704552527402,8545726691581738654,8150814959325214535,
7594784945094899868,4000077495779892671,8297433293362360609,
8407849004530512145,8730246261013339692,3188889476810519397,
7233062880736661198,3832216864008913456,4642760738442438393,
3277623152592436240,88209722081206858,3312002453777555644,
5218828605867064646,2942739780319212477,4884314303725312129,
4129089899701497849,3439425518159248922,7182597358693634962,
1339963676848151988,8083542217442894048,2225924482822581058,
4986148696785312635,8636813619218611536,6181078167173029863,
5405766012977078990,5389228069313622780,641434714406190975,
2630913446085459195,4965439879026929933,1427944714648295067,
3164032795334533621,5170625554747509794,3566372438455783164,
8094058391529607372,8643685877252463188,5551581294509050286,
454534100277503385,88085077347553695,8654502489765694,
1395312679568554873,9095206369721673828,7443494761427068367,
1203255352906293730,8703104512702516649,3409666037167391203,
2899770418585808791,6261801759879995132,2225423393469751798,
2659632634682728372,1725651378837883495,1867746931405107419,
7354546499649397438,836911713853795704,4405896638667540134,
8008055842451528964,4176118581907720808,548003661755580929,
2505369246122061047,3275561491503216974,4644657826478282552,
1094179711138167827,2602511244494927830,8342805288530452981,
7169963003674407348,7565678123444866279,968034949990114939,
6124215476762705320,8116132904710674661,5335352205338225130,
1392051785903031447,7028076543818269773,1064970080453660727,
5518167982493537524,4132531397448552425,7019109222603829824,
7917404565789692034,8658898904219809149,1920640365011752143,
3743275796329615052,8206182447657196732,3553226552977371897,
5594186293413559614,2981075038889728356,2183893336744073560,
5508457074976312479,8334899524176895527,1740310329233521485,
7103487007113114788,969894544962240364,3221167834981813497,
7911961201722100158,2894176440163176558,2644699002873767120,
4457220096670109738,8650349811377382928,3917879681991928211,
1070772511634747962,7199507310257688870,5424333723177805588,
1214413506856850670,7892226411196064458,612511011550889247,
6403131946280047647,4010731124390337951,1837835749427231284,
1868977689164727599,7073815465920765994,6104813897545864919,
5471531393681061538,9018206569034417369,7240182901370978964,
8184971730941472950,3327862981810818032,4146196467047818891,
4838867133450464948,6426014912908807641,7642759421455477163,
7843416770881657901,6065198518963433081,8492330555855725589,
