1000
3
401,629,1,
2,72,1,
835,1003,1,
471,751,1,
605,447,1,
126,326,1,
1004,377,1,
77,879,1,
369,80,1,
171,802,1,
414,620,1,
806,134,1,
613,953,1,
107,806,1,
878,668,1,
611,981,1,
403,564,1,
916,733,1,
225,664,1,
773,720,1,
700,377,1,
41,515,1,
943,292,1,
74,403,1,
194,416,1,
64,780,1,
223,225,1,
51,67,1,
975,452,1,
969,786,1,
17,331,1,
30,667,1,
641,846,1,
162,2,1,
971,312,1,
352,263,1,
833,418,1,
234,149,1,
843,19,1,
598,603,1,
83,765,1,
278,476,1,
84,358,1,
392,88,1,
704,263,1,
956,749,1,
414,921,1,
518,300,1,
437,320,1,
834,690,1,
144,216,1,
69,871,1,
297,113,1,
947,249,1,
661,854,1,
362,620,1,
17,135,1,
983,140,1,
555,85,1,
12,952,1,
308,1019,1,
567,828,1,
948,566,1,
829,908,1,
152,134,1,
102,7,1,
32,398,1,
850,484,1,
806,975,1,
155,566,1,
812,758,1,
436,417,1,
83,786,1,
23,222,1,
938,90,1,
799,898,1,
364,908,1,
340,233,1,
534,1008,1,
216,104,1,
427,1016,1,
821,738,1,
666,28,1,
338,314,1,
897,176,1,
856,915,1,
681,890,1,
833,434,1,
523,203,1,
152,82,1,
410,72,1,
347,731,1,
567,727,1,
206,843,1,
467,550,1,
484,846,1,
798,866,1,
58,198,1,
227,240,1,
11,1003,1,
147,821,1,
693,479,1,
546,268,1,
221,996,1,
612,656,1,
610,693,1,
149,799,1,
578,546,1,
518,485,1,
511,513,1,
762,22,1,
1017,921,1,
727,368,1,
480,91,1,
436,293,1,
550,777,1,
261,368,1,
225,612,1,
13,543,1,
951,915,1,
684,158,1,
882,119,1,
458,491,1,
848,873,1,
702,67,1,
360,702,1,
18,816,1,
359,278,1,
902,657,1,
644,770,1,
320,576,1,
719,175,1,
415,205,1,
401,969,1,
1000,510,1,
871,252,1,
94,488,1,
1000,381,1,
669,458,1,
312,777,1,
566,334,1,
439,533,1,
497,740,1,
284,27,1,
505,284,1,
191,547,1,
1015,43,1,
742,550,1,
771,974,1,
45,169,1,
266,270,1,
1,623,1,
650,998,1,
25,536,1,
400,381,1,
725,215,1,
262,756,1,
172,369,1,
541,379,1,
382,94,1,
373,695,1,
847,610,1,
460,577,1,
553,227,1,
209,996,1,
20,469,1,
268,591,1,
596,807,1,
256,912,1,
448,977,1,
883,894,1,
548,438,1,
259,330,1,
784,364,1,
92,629,1,
193,572,1,
468,215,1,
770,248,1,
278,168,1,
801,28,1,
134,509,1,
676,785,1,
539,344,1,
380,289,1,
603,41,1,
204,740,1,
103,315,1,
870,492,1,
676,6,1,
632,377,1,
760,971,1,
196,63,1,
563,336,1,
76,718,1,
297,964,1,
461,498,1,
470,385,1,
875,230,1,
214,222,1,
728,109,1,
611,179,1,
35,471,1,
467,758,1,
333,880,1,
312,29,1,
210,213,1,
18,449,1,
638,261,1,
535,710,1,
8,647,1,
925,189,1,
462,975,1,
143,779,1,
924,738,1,
1006,175,1,
613,786,1,
842,925,1,
770,906,1,
978,975,1,
616,598,1,
989,50,1,
371,351,1,
583,19,1,
200,794,1,
249,426,1,
724,882,1,
169,330,1,
414,87,1,
592,726,1,
620,948,1,
768,930,1,
1011,64,1,
489,578,1,
637,437,1,
832,935,1,
272,81,1,
609,61,1,
686,27,1,
53,908,1,
1005,821,1,
512,992,1,
984,993,1,
873,120,1,
187,227,1,
242,550,1,
542,1022,1,
980,52,1,
35,847,1,
982,56,1,
882,303,1,
375,352,1,
392,932,1,
914,368,1,
326,281,1,
693,253,1,
102,18,1,
523,997,1,
754,181,1,
372,574,1,
840,51,1,
117,503,1,
234,514,1,
417,705,1,
437,663,1,
237,204,1,
866,938,1,
745,133,1,
443,539,1,
521,176,1,
368,644,1,
411,232,1,
1009,923,1,
660,154,1,
435,89,1,
882,358,1,
399,358,1,
316,258,1,
99,166,1,
12,584,1,
803,576,1,
629,854,1,
84,187,1,
223,876,1,
125,948,1,
67,255,1,
913,634,1,
812,920,1,
478,156,1,
78,864,1,
154,705,1,
742,931,1,
666,85,1,
895,397,1,
912,97,1,
378,999,1,
158,219,1,
860,590,1,
275,68,1,
463,326,1,
130,757,1,
84,39,1,
170,207,1,
986,965,1,
6,41,1,
990,760,1,
239,39,1,
242,786,1,
977,162,1,
339,657,1,
317,931,1,
884,973,1,
816,247,1,
355,873,1,
607,547,1,
1011,342,1,
222,336,1,
189,818,1,
563,983,1,
150,394,1,
241,255,1,
759,709,1,
25,804,1,
605,609,1,
923,599,1,
203,269,1,
356,1021,1,
403,875,1,
642,124,1,
189,112,1,
498,398,1,
268,158,1,
89,847,1,
228,820,1,
345,601,1,
109,493,1,
336,621,1,
126,548,1,
461,517,1,
460,261,1,
101,505,1,
450,168,1,
981,704,1,
715,523,1,
77,938,1,
724,672,1,
608,306,1,
707,76,1,
19,95,1,
779,288,1,
1010,240,1,
36,732,1,
686,117,1,
62,674,1,
627,376,1,
389,499,1,
506,108,1,
529,703,1,
551,858,1,
500,193,1,
493,492,1,
884,452,1,
230,310,1,
795,360,1,
838,84,1,
889,548,1,
924,70,1,
504,935,1,
439,622,1,
136,582,1,
980,46,1,
663,180,1,
912,174,1,
878,789,1,
410,297,1,
755,7,1,
608,1003,1,
637,743,1,
337,660,1,
718,397,1,
366,580,1,
192,407,1,
934,1011,1,
962,643,1,
287,875,1,
696,85,1,
373,91,1,
363,276,1,
48,312,1,
256,1007,1,
291,686,1,
460,920,1,
537,526,1,
906,768,1,
310,767,1,
780,887,1,
882,817,1,
953,94,1,
698,715,1,
633,594,1,
217,668,1,
989,90,1,
550,663,1,
526,45,1,
122,373,1,
656,469,1,
977,367,1,
446,400,1,
353,714,1,
542,909,1,
169,881,1,
681,939,1,
434,805,1,
787,94,1,
312,639,1,
640,613,1,
848,546,1,
158,645,1,
332,494,1,
512,557,1,
991,211,1,
319,545,1,
445,251,1,
591,768,1,
465,39,1,
728,371,1,
157,183,1,
181,820,1,
6,967,1,
373,137,1,
92,640,1,
287,772,1,
851,849,1,
61,898,1,
193,440,1,
444,719,1,
264,629,1,
592,597,1,
87,469,1,
43,370,1,
753,69,1,
992,30,1,
379,676,1,
276,1013,1,
97,504,1,
81,685,1,
318,219,1,
599,510,1,
227,124,1,
65,93,1,
665,936,1,
244,78,1,
843,693,1,
507,705,1,
291,145,1,
158,827,1,
153,900,1,
785,687,1,
445,906,1,
744,664,1,
1007,327,1,
533,581,1,
298,67,1,
358,159,1,
739,604,1,
478,463,1,
103,916,1,
180,939,1,
557,768,1,
676,281,1,
2,271,1,
666,233,1,
867,217,1,
964,1013,1,
820,242,1,
524,263,1,
845,628,1,
301,139,1,
182,409,1,
627,489,1,
934,847,1,
274,403,1,
565,822,1,
427,339,1,
309,619,1,
273,454,1,
675,594,1,
245,29,1,
116,419,1,
288,468,1,
504,317,1,
641,260,1,
777,651,1,
382,1016,1,
452,524,1,
169,623,1,
707,172,1,
128,313,1,
289,791,1,
138,132,1,
