5260154495903465472,2168156644150607872,7637110133335523328,
7860736002262827008,8746638767307096064,6713828761835405312,
7648906166524706816,4552348120360419328,4107511846343278592,
2915164552003846144,7739803114915495936,8937672040685502464,
775333058256568320,7904798909271113728,7071945853690183680,
8006746215809024000,7552809816624726016,23413030666633216,
1198198908107358208,1506181018514620416,7956209062213844992,
5017398889884418048,2559930779069054976,3744497667137339392,
8702501883782103040,2791198657536327680,8294075129864912896,
1392360652844040192,1572419958363652096,4436916308730183680,
5204941956873977856,4385988626643681280,8789584308508557312,
645582933763031040,8551021887650529280,6623397795921395712,
5037463516802449408,930685787744239616,8128380239387557888,
7525613323497242624,4112032119033692160,2891493509766840320,
7744819610947420160,2917802989068484608,6329516698802061312,
8051230008137482240,6298233101910802432,5187175322142900224,
230163900073508864,186329249102168064,7171386621609115648,
5521165619895992320,1798393091342729216,8775007898175537152,
4803268175741321216,522294024925609984,3394001994749313024,
6546658137775013888,5869844503937941504,3857062046931615744,
7168373981223845888,3598773219240181760,8667169910847176704,
2900992332453117952,443596694915907584,6872915364091527168,
5027078543578759168,5731793234158419968,3516851159065165824,
5911614134633365504,2696202240170917888,8971437377054572544,
2001628852140376064,252905451258118144,3696494647326015488,
1111865740425691136,1504056860834004992,3230668103629144064,
3752918410082648064,7855777965030768640,8871245853147267072,
7495600049083121664,617090524448292864,5581191283960971264,
7895598144430276608,8173990743371677696,3527793271151525888,
652475355545731072,3954694118222856192,2899520348376530944,
209638573488472064,7341802080576733184,1806130174278762496,
637178275470245888,5791560414206623744,6490064869839077376,
5855794660890378240,4919052887654400000,8038576325813862400,
6043623656737734656,5501523991422042112,1233774706335678464,
5087884165114757120,2598720003108765696,2423831988537393152,
488562305265565696,7206137317965168640,3633940458704470016,
7341143374327447552,5901730220884361216,2529973747251675136,
4744434859022221312,2385369688818319360,5437314067138084864,
1868561436641329152,6001361582272020480,1159375616387055616,
8750690648044077056,6828289326741192704,2592255591996981248,
257026468083662848,7166194203716747264,4274840563854868480,
2613837115464613888,3387192740713332736,2821010373430214656,
3148010517419786240,7999443401311256576,5704466350118797312,
4324622383026536448,6135117695776980992,5412087014084313088,
7124876914681970688,162785741624049664,6098016819086360576,
949525863651606528,5268821696957120512,1624854173243670528,
1916038786815361024,2773292067000942592,1460111210727866368,
5949023347026165760,8060908768478625792,6150973508148002816,
1277305608629911552,1649646274959376384,7434418016613302272,
4010697571184934912,5774361943519264768,7940595876840341504,
6396144457745432576,4388263060935016448,7756691330050293760,
8453731072985792512,4758311640657559552,8853012892342026240,
5965229899311480832,1808377829449007104,7553825971527221248,
7294864680806252544,755588032739934208,1430657609207119872,
7597358179491512320,3741220229133369344,330644539704344576,
8215747819877695488,7117387488150159360,5828197438724243456,
2194280967412121600,742692101375918080,15151772741926912,
5666822228784709632,5160007631066103808,5171089784856117248,
8407785260904873984,7325399115142004736,4788149542967050240,
3576846242962997248,6944712206369947648,5886550895927230464,
7793668825215401984,6588690178087321600,689828235147476992,
7016976873666117632,3259917951901368320,696455872196378624,
8834222062529675264,1559343213171441664,6624584959241748480,
5931624022193209344,6148021731744284672,8781160473186795520,
4192841348887347200,367169787698085888,1421016464189554688,
7817930279426719744,6340037281323155456,4856122223674523648,
5553430462195564544,1427168708488331264,6023133136567664640,
3269772621218054144,4175724516938350592,4310566350931099648,
2161583540301463552,7067750783038521344,4771844524261507072,
3969483279760883712,5422652483308617728,1175890534439321600,
2669486749020848128,5496612202397827072,5037610035316785152,
3514195791239446528,2507661349199282176,3593527462148964352,
2183897686405545984,3937904670155997184,1935171839621857280,
6542390207298142208,8104051379959496704,4508757926042664960,
8660252977686118400,1168639435642765312,8628792565581217792,
6166012658257494016,5248127822970486784,134152650655531008,
7553093142732341248,1437083322663567360,8330195259363426304,
2249995291765768192,4901222124766625792,3968392770384560128,
5694182076698329088,224998772403339264,6236667872458833920,
1188635837005299712,2592946424601640960,4486952170922442752,
2533935373545897984,3613001956265558016,5870740000324190208,
8443753297021501440,8034041931270979584,1490220172718374912,
5112503798123724800,7827294639571861504,7768427950956871680,
9183119783745290240,4663771653761662976,6323258918566887424,
8494524105427517440,596687054675378176,3422213109475966976,
884365768047722496,6149566940718301184,5212783961566085120,
8576362937726271488,3912483007839076352,6188735638003515392,
1661868308774780928,1424087275611881472,5569537929585360896,
8301594831621193728,6886017359396470784,5704710308556177408,
8732511722222387200,4162638563336257536,6341273695033491456,
8921431489439072256,4693143152687579136,281295696185786368,
7686738613584789504,663422613002911744,4066049975824416768,
8427124167198900224,6248979516471902208,8131717789753802752,
6700688249263751168,1152395933753802752,9166601554273239040,
6911422468909432832,1943347112301297664,7732133832333197312,
2830221489142235136,2101946192819650560,6453855160207671296,
537301022909923328,983338753898577920,835567139904552960,
4803603612687138816,1456197164081348608,8700237637153193984,
3894498021265637376,8954024042038296576,8608694090025926656,
1806445115640643584,4353541995558338560,4840388023302488064,
5007085608254832640,3936950693495046144,6401004805946343424,
5859379429574180864,7000278792438546432,4171300507349942272,
5777193851680718848,8847263838098161664,8773324584528117760,
2859962840586911744,6330672332767494144,3237020115446792192,
2747661420165332992,2340729636989698048,1085849401231933440,
310218602957504512,5372674199447928832,7495551004851568640,
340363475169574912,2575696165198626816,5175176734001070080,
8577956735665307648,1146514624581992448,7887725160139063296,
5993703930461159424,6159911395220520960,1080432390909722624,
4837562269829169152,8653539024679469056,3825390876486533120,
5794223603167789056,5561912417014775808,6820578163932790784,
9167198142410522624,8063645195222122496,5060152291428925440,
1338655750414663680,3057410454348365824,7470112566392389632,
6562190371604922368,2422933717602271232,5370482030960181248,
3684274520476090368,1613795195097186304,5854248876390744064,
2713011797274656768,8643813620993490944,8580838663015890944,
1030132757595947008,5094618476266389504,4453265539829071872,
5273391855692677120,9085112817643683840,3962024175698182144,
7922458006611034112,7140529845682831360,1096260930238414848,
7482377043074613248,8450962326613393408,7492223298550366208,
5635030782075469824,7620758613019066368,6781025629715300352,
9023336413239705600,5036639776434814976,1894864318873206784,
4198284240682483712,1804685506194178048,5755843539187531776,
6397313053922164736,8622592642850488320,6107039514583105536,
