1000
3
1623339136584035062,5972900815980470822,7771570180168430594,
7000548977085474240,921341353853639834,8579705375977150277,
332804557017497115,5645538849933427043,1648358396093271697,
8876237589648708855,7790525154053288746,5082819062953828988,
700812695684225894,1412801816181382890,7195961790143143281,
88526105642686603,8842574086219228137,4359445683362979911,
6890273991071457499,2770259450762026917,1546083593215849115,
7327186944104743059,5260665313720245231,5076239907520118365,
410887320766405421,4545283269598738133,886288564801297206,
8228553982611407442,6030500441910688561,5486026896309159407,
8896901170487035114,2492642480224873285,742751076548576342,
811994496724361790,480334741949631516,1657698841904176124,
6467033082691621677,4212702051754597018,4141151031109886318,
3079096974278197720,6659767902293790496,3703122367908647183,
1413235701917952509,9136871005479235468,999773860305555886,
4652707316032379151,8793480781532238489,4787648668481793635,
7718770102336248678,2956780656732507340,7042187486454737331,
2274432441306092439,2958231843813762142,8143417534257652205,
6788352416276633843,2684974531250298720,7435161184444462936,
7441876366319699672,121384473499702588,2369916556487747545,
5531720622293939759,9153293487085050729,4545220863479721543,
3054357502918382814,9110897752690991870,5220891104478183997,
557684633233608064,1014186403168220663,484611596924799989,
592336124741270990,5953819623250294162,6942807676809634943,
9089413593664850137,523853017683851367,791885782734818454,
3799817919863943528,4973778652940299994,6127356956985213037,
3167526936701738668,1912740145482671662,9139829250942440543,
7376785525754062392,1434095357370548924,3498685672990885786,
326284955833358690,1075328815455594027,2292104432572121578,
6732716461373325425,94604511027312103,3380068399766502730,
300607008972100960,5408616759283170078,5601733946287593031,
5822558913262789294,4941871035649293207,894951468279968368,
1498007692953163122,2953689726325408286,8156108187928501943,
3946301391400255402,3939861827244876382,1275957212393936442,
5868014166697718321,3744008376735627806,8260694564135145052,
4839364696621345645,796813961311755024,4880203325331185619,
8856273472741477573,2477505203892151935,3746221221265272672,
3180976333674272989,7806481619146459845,6371981178202736020,
408728820670615814,1884357314270444827,5465230613347002757,
8825781138612108155,1520010205020727719,7951183054533578268,
3647893837344849801,3154996320581051269,2430878222959114360,
2185381769927469578,9170461880727534456,1626971284380437705,
2509715572465095545,665474324548889781,1602798860444321830,
2174459049825502686,4220374362247235907,7796481807376046049,
5920937843434932724,4076956268110110693,2935988859881254678,
7382971911334021415,5116855489115521343,7898417658698028077,
9120357435850563783,651046695554571621,2075922841630491499,
8781015116308640303,6361238430819637137,4470972509066094812,
8679359089643453284,3678332039642068654,5013783034675425101,
1344978674233746600,2924323884921574620,7144654303038969087,
3900435247573644218,5533258832195589091,1834743036601729485,
682269904981264902,1054158965513610290,7435243128446164073,
3036018691747941954,674170035263640113,2423058444187298966,
6915121665965779284,7988332923261553956,7155892781782220333,
5582922500034005286,993239239562009270,5362482857557609668,
4069947796802916043,6139258838973030472,3219330099331288695,
7730864313712198453,8972685460608237043,423805958635926958,
7160591844432182368,4068313269735256480,5466339432212954664,
9160190763401302356,5830642990323867352,6667901689500876676,
4660737768069430798,7007041481214906838,6673015583190426966,
7919765119117623173,2684031498770722613,4137536078282331631,
4773659742048708204,2749279598031807591,5187049404305753456,
